umls_cui_from_meddra	side_effect_name
C0857386	Nocturnal confusion
C0344357	Nocturnal dyspnea
C0233931	Nocturnal emission
C0264893	Nodal arrhythmia
C0857153	Nodal block
C0428982	Nodal tachycardia
C0020510	Nodular regenerative hyperplasia
C0028259	Nodule
C0751523	Non-Convulsive Status Epilepticus
C0860155	Non-Q wave MI
C0007131	Non-Small Cell Lung Carcinoma
C0852878	Non-accidental injury
C0476281	Non-cardiac chest pain
C3241936	Non-cardiogenic pulmonary oedema
C0750194	Non-sustained ventricular tachycardia
C1852242	Nonarteritic anterior ischemic optic neuropathy (NAION)
C3203695	Noninfectious peritonitis
C0016033	Nonproliferative fibrocystic disease
C0221777	Nontoxic goiter
C0271899	Normochromic normocytic anaemia
C0085577	Normocytic anemia
C0028432	Nose Diseases
C0949083	Nosocomial pneumonia
C1320474	Nuchal Rigidity
C0028643	Numbness
C0239511	Numbness facial
C0858581	Numbness generalized
C0587054	Numbness in fingers
C0857160	Numbness in leg
C0877197	Numbness lips
C0239375	Numbness of limbs
C0520559	Numbness of tongue
C0028738	Nystagmus
C0028754	Obesity
C0311277	Obesity, Abdominal
C0302832	Obsessional neurosis
C0233697	Obsessions
C0600104	Obsessive compulsive behavior
C0679048	Obsessive thoughts
C0028768	Obsessive-Compulsive Disorder
C0009595	Obsessive-Compulsive Personality
C0221152	Obstipation
C0028778	Obstruction
C0235328	Obstruction of colon
C0239296	Obstruction of esophagus
C0521619	Obstruction of pelviureteric junction
C0231613	Occipital headache
C0007863	Occipital neuralgia
C0264995	Occlusion of artery (disorder)
C0877047	Occult blood positive
C0028817	Ochronosis
C0028840	Ocular Hypertension
C0028841	Ocular Hypotension
C0028850	Ocular Motility Disorders
C0948595	Ocular discomfort
C0155169	Ocular hyperemia
C1141938	Ocular icterus
C0863079	Ocular stinging
C1557335	Ocular surface disease
C1262036	Ocular toxicity
C0948522	Ocular vascular disorder
C1328377	Oculo-respiratory syndrome
C1262064	Oculogyration
C0085637	Oculogyric crisis
C0028866	Oculomotor Nerve Paralysis
C0236036	Oculomucocutaneous syndrome
C1963718	Oculorespiratory syndrome
C0221150	Odynophagia
C0856110	Oedema aggravated
C0239211	Oedema auricular
C0151604	Oedema genital
C0151606	Oedema labial genital
C0521481	Oedema mucosal
C0239295	Oesophageal candidiasis
C1096082	Oesophageal discomfort
C0743575	Oesophageal irritation
C0549450	Oesophageal reflux aggravated
C0858357	Oesophageal stenosis acquired
C0860851	Oestradiol increased
C0853662	Oestrogen deficiency
C0239302	Oestrogen low
C0277961	Oily hair
C0234925	Oily skin
C0263962	Olecranon bursitis
C0079924	Oligohydramnios
C0028949	Oligomenorrhea
C0028960	Oligospermia
C0028961	Oliguria
C0555724	On examination - dry lips
C0701821	Onychia
C0085661	Onycholysis
C0263540	Onychomadesis
C0040261	Onychomycosis
C0332798	Open wound
C0543467	Operative Surgical Procedures
C3267156	Operative bleeding
C0029089	Ophthalmoplegia
C0524662	Opiate Addiction
C0029095	Opioid abuse
C1739422	Opioid naive
C0151818	Opisthotonus
C0029118	Opportunistic Infections
C0029119	Opportunistic mycosis
C0860661	Oppositional
C0029124	Optic Atrophy
C0029134	Optic Neuritis
C0155305	Optic Neuropathy, Ischemic
C0852952	Optic nerve cupping
C0029163	Oral Hemorrhage
C0149745	Oral Ulcer
C0006849	Oral candidiasis
C0399459	Oral discomfort
C0877048	Oral fungal infection
C0341012	Oral herpes
C0555971	Oral infection
C0149744	Oral lesion
C0399461	Oral mucosa erosion
C0858979	Oral mucosa sore
C0853945	Oral mucosal blistering
C0853939	Oral mucosal discolouration
C1536052	Oral mucosal exfoliation
C0235496	Oral mucosal petechiae
C0347197	Oral neoplasm benign
C0221776	Oral pain
C1262299	Oral papilloma
C0948521	Oral pruritus
C1112257	Oral pustule
C0266998	Oral soft tissue disorder
C1142072	Oral toxicity
C0424813	Orbital oedema
C0029191	Orchitis
C1142011	Orchitis noninfective
C0349410	Organ failure
C0029221	Organic brain syndrome
C0264383	Organising pneumonia
C0029261	Orgasmic Disorder
C0948856	Orgasmic sensation decreased
C0856623	Orofacial oedema
C2242577	Oromandibular dystonia
C2242576	Oropharyngeal blistering
C0919659	Oropharyngeal candidiasis
C2363730	Oropharyngeal discomfort
C2363731	Oropharyngeal pain
C0234952	Oropharyngeal spasm
C0280313	Oropharyngeal squamous cell carcinoma
C0853908	Oropharyngeal swelling
C0085619	Orthopnea
C0877090	Orthostatic collapse
C3203485	Orthostatic dysregulation
C0544618	Orthostatic hypertension
C1535893	Orthostatic intolerance
C0422980	Oscillopsia
C0860728	Osmolality increased
C2721559	Osmotic demyelination syndrome
C0334040	Osseous metaplasia
C0029400	Osteitis
C0029405	Osteitis Fibrosa Cystica
C0853312	Osteoarthritis aggravated
C1536074	Osteoarticular pain
C0029429	Osteochondrosis
C0264009	Osteodystrophy
C0029434	Osteogenesis Imperfecta
C0302313	Osteolytic lesion
C0029442	Osteomalacia
C0029443	Osteomyelitis
C2711248	Osteonecrosis of jaw
C0029453	Osteopenia
C1956089	Osteophyte
C0029456	Osteoporosis
C0521170	Osteoporotic Fractures
C0029464	Osteosclerosis
C0029485	Other acne
C2939130	Other bacterial diseases
C0029560	Other conjunctivitis
C0029574	Other dermatoses
C0497217	Other disorders of eye
C0477371	Other forms of epilepsy
C0029734	Other scleritis and episcleritis
C0236993	Other sleep disorders
C0029878	Otitis Externa
C0029882	Otitis Media
C0029883	Otitis Media with Effusion
C0271429	Otitis media acute
C0271441	Otitis media chronic
C0155540	Otorrhoea
C0155428	Otosalpingitis
C0235280	Ototoxicity
C0029925	Ovarian Carcinoma
C0029927	Ovarian Cysts
C0029928	Ovarian Diseases
C0085083	Ovarian Hyperstimulation Syndrome
C0392039	Ovarian enlargement
C0747102	Ovarian failure
C0854954	Ovarian germ cell teratoma benign
C1696704	Ovarian haemorrhage
C0549383	Ovarian hyperstimulation
C0458109	Ovarian pain
C0878773	Overactive Bladder
C1536696	Overactivity
C0235822	Overdose effect
C0542127	Oversedation
C1411873	Ovulation disorder
C3536683	Ovulation inhibited
C0746961	Oxygen saturation decreased
C0553731	PRL increased
C0030193	Pain
C1096717	Pain during injection
C0231710	Pain in buttock
C0239266	Pain in elbow
C0221727	Pain in esophagus (finding)
C0239589	Pain in fingers
C0030196	Pain in limb
C0023222	Pain in lower limb
C0497481	Pain in penis
C0236078	Pain in scrotum
C0039591	Pain in testicle
C0151830	Pain in urethra
C0520962	Pain localised
C0239376	Pain of lower extremities
C0578050	Pain of lymph node
C0240564	Pain of nose
C0241136	Pain of skin
C0567085	Pain of uterus
C0853946	Pain worsened
C0234230	Pain, Burning
C0030200	Pain, Intractable
C0030201	Pain, Postoperative
C0238656	Painful ankle
C0278107	Painful ejaculation
C0233973	Painful erection
C0423729	Painful respiration
C0854080	Painful response to normal stimuli
C0234199	Pallanesthesia
C0030232	Pallor
C0239513	Pallor facial
C0241137	Pallor of skin
C0014745	Palmar erythema
C1328537	Palmar-plantar erythema
C0549410	Palmar-plantar erythrodysesthesia syndrome
C0151190	Palpable purpura
C0030252	Palpitations
C0868908	Pancolitis
C0030286	Pancreatic Diseases
C0030293	Pancreatic Insufficiency
C0030297	Pancreatic Neoplasm
C0030299	Pancreatic Pseudocyst
C0238334	Pancreatic abscess
C0235974	Pancreatic carcinoma
C0855440	Pancreatic enzymes abnormal
C0549369	Pancreatic enzymes increased
C0030305	Pancreatitis
C0001339	Pancreatitis acute
C0856100	Pancreatitis aggravated
C1112559	Pancreatitis due to biliary obstruction
C0267940	Pancreatitis haemorrhagic
C0267941	Pancreatitis, Acute Necrotizing
C0149521	Pancreatitis, Chronic
C0030312	Pancytopenia
C0030318	Panic
C0086769	Panic Attacks
C0030319	Panic Disorder
C0030326	Panniculitis
C0030332	Panophthalmitis
C0030343	Panuveitis
C0920070	Papanicolaou smear positive result
C0151834	Papanicolaou smear suspicious result
C0155713	Papillary muscle rupture
C0238463	Papillary thyroid carcinoma
C0030353	Papilledema
C0030354	Papilloma
C0205875	Papillomatosis
C0332563	Papule
C2609319	Papulopustular rash
C0030409	Paracoccidioidomycosis
C0221733	Paradoxical pressor response
C0852679	Paraesthesia NEC
C0239652	Paraesthesia foot
C0239836	Paraesthesia hand
C0521591	Paraesthesia oral
C0235046	Paraesthesia skin
C0302507	Parainfluenza Virus Infections
C0522224	Paralysed
C0085620	Paralysis flaccid
C0235093	Paralysis of bladder
C0030446	Paralytic Ileus
C0030469	Paranasal Sinus Diseases
C1112369	Paranasal sinus hypersecretion
C1456784	Paranoia
C0349398	Paranoid delusion
C0151836	Paranoid reaction
C1456786	Paranoid state
C0221166	Paraparesis
C0030486	Paraplegia
C0030489	Paraproteinemias
C1384353	Parasite infestation
C0747256	Parasitic infection
C0030508	Parasomnia
C0595861	Parasuicide
C0030517	Parathyroid Diseases
C0030521	Parathyroid Neoplasms
C0030552	Paresis
C0030554	Paresthesia
C0151310	Paresthesia generalized
C0240204	Paresthesia lips
C0239591	Paresthesia of fingers
C0239385	Paresthesia of limbs
C0877634	Paresthesia of scalp
C0030567	Parkinson Disease
C0853008	Parkinson's disease aggravated
C0242422	Parkinsonian Disorders
C0427160	Parkinsonian gait
C1112182	Parkinsonian rest tremor
C0235960	Parkinsonism aggravated
C0030578	Paronychia Inflammation
C0549334	Parotid duct obstruction
C0341047	Parotid gland enlargement
C2242496	Parotid gland inflammation
C0424823	Parotid swelling
C0030583	Parotitis
C0235480	Paroxysmal atrial fibrillation
C0030587	Paroxysmal atrial tachycardia
C1956415	Paroxysmal nocturnal dyspnea
C0024790	Paroxysmal nocturnal hemoglobinuria
C0030591	Paroxysmal ventricular tachycardia
C0030593	Pars Planitis
C0751576	Partial Paralysis (Paresis) Vocal Cords
C0151586	Partial permanent deafness
C0391839	Partial pressure CO2 result
C0240671	Partial thromboplastin time increased (finding)
C0151589	Partial transitory deafness
C1619718	Partner stress
C0149892	Parulis
C0013274	Patent ductus arteriosus
C0853847	Pathogen resistance
C0553737	Pathologic Cervical Discharge
C1456863	Pathologic vasoconstriction
C0012359	Pathological Dilatation
C0016663	Pathological fracture
C0237849	Peeling of skin
C0030781	Peliosis Hepatis
C0030783	Pellagra
C0030790	Pelvic Infection
C0242172	Pelvic Inflammatory Disease
C0030793	Pelvic Neoplasms
C0030794	Pelvic Pain
C0030785	Pelvic abscess
C1535975	Pelvic discomfort
C1504419	Pelvic haemorrhage
C0740278	Pelvic peritoneal adhesions
C0281940	Pelvic peritonitis
C0549288	Pelvic venous thrombosis
C0235853	Pemphigoid reaction
C0030807	Pemphigus
C0030824	Penicillin allergy
C0030846	Penile Diseases
C2938970	Penile curvature
C2938972	Penile haematoma
C0269002	Penile haemorrhage
C0581395	Penile infection
C0156308	Penile oedema
C1282799	Penile swelling
C0014869	Peptic Esophagitis
C0030920	Peptic Ulcer
C0030922	Peptic Ulcer Hemorrhage
C0030925	Peptic Ulcer Perforation
C0151981	Peptic ulcer reactivated
C0030976	Perceptual distortions
C0233746	Perceptual disturbance
C0559938	Perforation of ileum
C0235761	Perforation of nasal septum
C0151739	Perforation of small intestine
C0235884	Perforation of stomach
C0877406	Performance status decreased
C0031037	Periarthritis
C0031039	Pericardial effusion
C0232267	Pericardial rub
C0031046	Pericarditis
C0031048	Pericarditis, Constrictive
C0854524	Peridiverticular abscess
C0270075	Perinatal disorder
C0263111	Perineal abscess
C0240717	Perineal pain
C0235641	Perineal pain female
C1167868	Perinephric collection
C0031085	Periodontal Abscess
C0031090	Periodontal Diseases
C0236023	Periodontal destruction
C0031099	Periodontitis
C0263449	Perioral Dermatitis
C2939103	Perioral paraesthesia
C1168149	Perioral tingling
C0520723	Periorbital haematoma
C0151205	Periorbital oedema
C0234656	Periorbital pain
C0424810	Periorbital swelling
C0151846	Periosteal Disorder
C0031111	Periostitis
C1704436	Peripheral Arterial Diseases
C0262593	Peripheral Nerve Injuries
C0031117	Peripheral Neuropathy
C0085096	Peripheral Vascular Diseases
C1306889	Peripheral arterial occlusive disease
C1112413	Peripheral artery aneurysm
C3495797	Peripheral artery stenosis
C1407280	Peripheral artery thrombosis
C0277925	Peripheral coldness
C0085649	Peripheral edema
C0856049	Peripheral embolism
C0151661	Peripheral gangrene
C0235490	Peripheral ischaemia
C0235025	Peripheral motor neuropathy
C1142028	Peripheral nerve palsy
C0853330	Peripheral neuropathy aggravated
C1112256	Peripheral sensorimotor neuropathy
C0877232	Peripheral swelling
C1328540	Peripheral vasodilatation
C0267566	Perirectal abscess
C0473124	Perirenal haematoma
C0031133	Peristalsis
C0156181	Peritoneal adhesion
C1868771	Peritoneal cloudy effluent
C0031154	Peritonitis
C0031157	Peritonsillar Abscess
C0877267	Peritonsillitis
C1963964	Periungual erythema
C0270810	Peroneal Nerve Paralysis
C0233651	Perseveration
C0031190	Persistent Fetal Circulation Syndrome
C0562483	Persistent cough
C0857172	Persistent dry cough
C0152165	Persistent vomiting
C0031212	Personality Disorders
C0240735	Personality change
C0043167	Pertussis
C0031256	Petechiae
C0270823	Petit mal status
C0030848	Peyronie Disease
C0031315	Phantom Limb Syndrome
C3495442	Phantom pain
C1868980	Pharmacokinetic interaction
C0031345	Pharyngeal Diseases
C0455899	Pharyngeal erythema
C0576995	Pharyngeal haemorrhage
C0749389	Pharyngeal lesion
C1699324	Pharyngeal mucositis
C0236024	Pharyngeal oedema
C0031350	Pharyngitis
C0036689	Pharyngitis streptococcal
C0264286	Pharyngitis ulcerative
C0863112	Pharyngo-oral irritation
C0858635	Pharyngolaryngeal pain
C0031485	Phenylketonurias
C0031538	Phimosis
C0031542	Phlebitis
C0750876	Phlebitis superficial
C0333494	Phlebosclerosis
C0349231	Phobic anxiety disorder
C0031575	Phocomelia
C0751466	Phonophobia
C0860988	Phosphate increased
C0860987	Phosphate low
C0920102	Phosphorus low
C1698818	Photodamaged skin
C0920193	Photodermatosis
C0085636	Photophobia
C0085635	Photopsia
C0236106	Photosensitivity allergic reaction
C0349506	Photosensitivity of skin
C1527358	Phototoxicity
C0740319	Physical assault
C0233569	Physical wandering
C0392197	Physiologic warmth
C1271398	Pigment dispersion syndrome (disorder)
C0549567	Pigmentation Disorders
C0263492	Pili incarnati (disorder)
C0751564	Pill Rolling Tremor
C0031924	Piloerection
C0542346	Pimples
C0333243	Pitting edema
C0032000	Pituitary Adenoma
C0032001	Pituitary Apoplexy
C0032019	Pituitary Neoplasms
C0342406	Pituitary haemorrhage
C0342405	Pituitary infarction
C0346306	Pituitary microadenoma
C0221406	Pituitary-dependent Cushing's disease
C0032045	Placenta Disorders
C0242669	Placenta, Retained
C0240773	Plantar erythema
C0042548	Plantar wart
C0406317	Plaque psoriasis
C0858093	Plasma calcium decreased
C0858226	Plasma cholesterol increased
C0858118	Plasma creatinine increased
C0549376	Plasma osmolality decreased
C0858041	Plasma triglycerides increased
C0032131	Plasmacytoma
C0858318	Plasmodium falciparum infection
C0541767	Platelet aggregation abnormal
C2745924	Platelet aggregation increased (finding)
C0919737	Platelet aggregation inhibition
C0580317	Platelet count abnormal
C0427564	Platelet count normal
C0679429	Platelet dysfunction
C1611162	Plateletcrit decreased
C0032226	Pleural Diseases
C0032227	Pleural effusion disorder
C0919907	Pleural infection
C0032231	Pleurisy
C0008033	Pleuritic pain
C1167732	Pleuropericarditis
C0520821	Pleurothotonus
C0333139	Pneumatosis
C0032266	Pneumatosis Cystoides Intestinalis
C1112565	Pneumatosis intestinalis
C0851886	Pneumocystis Infections
C1535939	Pneumocystis jiroveci pneumonia
C0032285	Pneumonia
C0519030	Pneumonia due to Klebsiella pneumoniae
C0339961	Pneumonia fungal
C0264522	Pneumonia hypostatic
C0004626	Pneumonia, Bacterial
C0206061	Pneumonia, Interstitial
C0032319	Pneumopericardium
C0032320	Pneumoperitoneum
C0032326	Pneumothorax
C0221281	Poikilocytosis
C0032343	Poisoning
C0032371	Poliomyelitis
C0031036	Polyarteritis Nodosa
C0162296	Polyarthralgia
C0162323	Polyarthritis
C0702154	Polyarthropathy
C0022680	Polycystic Kidney Diseases
C0032460	Polycystic Ovary Syndrome
C0032461	Polycythemia
C0032463	Polycythemia Vera
C0152427	Polydactyly
C0085602	Polydipsia
C0020224	Polyhydramnios
C0032519	Polymenorrhea
C0031736	Polymorphic light eruption
C0856808	Polymorphonuclear leukocytosis
C0521516	Polymyalgia
C0032533	Polymyalgia Rheumatica
C0085655	Polymyositis
C0032541	Polyneuritis
C0152025	Polyneuropathy
C1696946	Polyomavirus-associated nephropathy
C0236048	Polyposis, Gastric
C0936254	Polyradiculoneuritis
C0151859	Polyserositis
C0032617	Polyuria
C0233417	Poor concentration
C0520547	Poor peripheral circulation
C1262141	Poor quality sleep
C0455880	Poor urinary stream
C0162566	Porphyria Cutanea Tarda
C0856148	Porphyria aggravated
C0853026	Porphyria non-acute
C0162533	Porphyrias, Hepatic
C0155773	Portal vein thrombosis
C0522351	Positional Vertigo
C1262010	Post lumbar puncture syndrome
C1141930	Post procedural complication
C2363914	Post procedural constipation
C1112773	Post procedural diarrhea
C0948693	Post procedural discharge
C1328411	Post procedural hematoma
C0919874	Post procedural hemorrhage
C1868855	Post procedural infection
C1262038	Post procedural nausea
C1504411	Post procedural oedema
C0877303	Post procedural pain
C1737224	Post procedural swelling
C1504532	Post transplant diabetes mellitus
C0270697	Post-Lumbar Puncture Headache
C0432487	Post-transplant lymphoproliferative disorder
C3203531	Post-traumatic neck syndrome
C1611174	Post-traumatic pain
C1740793	Post-tussive vomiting
C0423361	Posterior Vitreous Detachment
C1444680	Posterior capsule opacification
C3160858	Posterior reversible encephalopathy syndrome
C0032781	Posterior rhinorrhea
C0858617	Posterior subcapsular cataract
C0152253	Posterior synechiae of iris
C0032768	Postherpetic neuralgia
C0234543	Postictal state
C0857175	Postinfarction
C1142492	Postinfarction angina
C0032776	Postmenopausal haemorrhage
C1328561	Postmenopausal spotting
C0032787	Postoperative Complications
C0032788	Postoperative Hemorrhage
C0520904	Postoperative Nausea
C0948179	Postoperative constipation
C0424786	Postoperative fever
C0919726	Postoperative hypertension
C0400877	Postoperative ileus
C0392618	Postoperative infection
C1736186	Postoperative shivering
C0877305	Postoperative wound complication
C0032797	Postpartum Hemorrhage
C0277919	Postthrombotic Syndrome
C1299624	Postural Orthostatic Tachycardia Syndrome
C0231471	Posture abnormal
C0032827	Potassium Deficiency
C0549635	Potassium abnormal
C0856882	Potassium increased
C0860866	Potassium low
C0032914	Pre-Eclampsia
C0521987	Pre-existing condition
C0857183	Pre-menstrual tension syndrome
C0034013	Precocious Puberty
C0232286	Precordial pain
C1292769	Precursor B-cell lymphoblastic leukemia
C0032961	Pregnancy
C0687675	Pregnancy loss
C0151865	Pregnancy test false positive
C0240802	Pregnancy test positive
C0032994	Pregnancy, Tubal
C0151526	Premature Birth
C0340464	Premature Cardiac Complex
C0033038	Premature Ejaculation
C0025322	Premature Menopause
C0022876	Premature Obstetric Labor
C0151636	Premature ventricular contractions
C0376356	Premenstrual Tension
C0033046	Premenstrual syndrome
C0554309	Prerenal uremia syndrome
C0033075	Presbyopia
C0011127	Pressure Ulcer
C0233718	Pressure of speech
C0700200	Presyncope
C0033117	Priapism
C0948031	Primary Graft Dysfunction
C0700502	Primary hypothyroidism
C0861148	Proarrhythmia
C0861149	Proarrhythmic effect
C1141861	Procedural complication
C3203457	Procedural haemorrhage
C1328332	Procedural hypertension
C1262109	Procedural hypotension
C1868752	Procedural nausea
C1619712	Procedural pain
C0549430	Procedural site reaction
C0033246	Proctitis
C0149976	Proctitis herpes
C0033247	Proctocolitis
C2609199	Product taste abnormal
C0239134	Productive cough
C0428409	Progesterone levels
C0373705	Progesterone measurement
C0748318	Progressive renal failure
C0033375	Prolactinoma
C0152154	Prolonged labor
C0425945	Prolonged menses
C0936223	Prostate cancer metastatic
C0600139	Prostate carcinoma
C1096657	Prostate examination abnormal
C1112346	Prostate induration
C0240811	Prostate infection
C0520477	Prostatic Adenoma
C0033575	Prostatic Diseases
C1739363	Prostatic Hypertrophy
C0282612	Prostatic Intraepithelial Neoplasias
C0033578	Prostatic Neoplasms
C3160830	Prostatic dysplasia
C0178415	Prostatic specific antigen increased
C0242453	Prostatism
C0426732	Prostatomegaly
C0398625	Protein C Deficiency
C1112677	Protein allergy
C0860901	Protein total decreased
C0948586	Protein urine present
C0302858	Protein-losing gastroenteropathy
C0033687	Proteinuria
C0860700	Prothrombin level abnormal
C0553732	Prothrombin level decreased
C0151872	Prothrombin level increased
C0580412	Prothrombin time abnormal
C0483455	Prothrombin time ratio
C0580413	Prothrombin time shortened
C0241442	Protrusion tongue
C0410198	Proximal myopathy
C0033771	Prurigo
C0033774	Pruritus
C0033775	Pruritus Ani
C0033778	Pruritus Vulvae
C0475858	Pruritus generalised
C0033777	Pruritus genital
C0240941	Pruritus of scalp
C0853277	Pseudo-Bartter syndrome
C1510412	Pseudoaneurysm
C0268379	Pseudocholinesterase deficiency
C0033797	Pseudodementia
C0549150	Pseudofolliculitis barbae (disorder)
C0948309	Pseudohyperkalaemia
C0221269	Pseudolymphoma
C0152972	Pseudomonal sepsis
C0033817	Pseudomonas Infections
C0854135	Pseudomonas aeruginosa infection
C0542165	Pseudoparkinsonism
C0521616	Pseudoporphyria
C0033844	Pseudotumor
C0033845	Pseudotumor Cerebri
C0033860	Psoriasis
C0235763	Psoriasis flare-up
C0920235	Psoriatic plaque
C0748055	Psychiatric decompensation
C1095967	Psychiatric evaluation abnormal
C0233401	Psychiatric symptom
C0277577	Psychic disease
C0395005	Psychogenic polydipsia
C0877167	Psychomotor skills impaired
C0033931	Psychophysiologic Disorders
C0033953	Psychosexual Disorders
C0743072	Psychosis depressive
C0033975	Psychotic Disorders
C0740409	Psychotic behaviour
C0270458	Psychotic depression
C0338614	Psychotic episode
C0459435	Psychotic symptom present
C0033999	Pterygium
C0034011	Puberty
C0034040	Puerperal Disorders
C1331543	Puerperal pyrexia
C0034050	Pulmonary Alveolar Proteinosis
C0034063	Pulmonary Edema
C0034065	Pulmonary Embolism
C0034067	Pulmonary Emphysema
C0034068	Pulmonary Eosinophilia
C0034069	Pulmonary Fibrosis
C1455705	Pulmonary Histiocytosis X
C0020542	Pulmonary Hypertension
C0034074	Pulmonary Infarction
C0524702	Pulmonary Thromboembolisms
C0034088	Pulmonary Valve Insufficiency
C0034091	Pulmonary Veno-Occlusive Disease (disorder)
C0852879	Pulmonary alveolar haemorrhage
C0856597	Pulmonary alveolitis
C2973725	Pulmonary arterial hypertension
C0700198	Pulmonary aspiration
C0242073	Pulmonary congestion
C0476405	Pulmonary function test abnormal
C0855775	Pulmonary function test decreased
C0151701	Pulmonary hemorrhage
C0265783	Pulmonary hypoplasia
C0519063	Pulmonary lymphoma
C0149726	Pulmonary mass
C0520546	Pulmonary microemboli
C2721578	Pulmonary oil microembolism
C0264523	Pulmonary ossification
C0151946	Pulmonary thrombosis
C0919924	Pulmonary toxicity
C0234962	Pulmonary vasculitis
C0235472	Pulse abnormal
C0277899	Pulse absent
C0392684	Pulse irregular
C0240840	Pulse pressure decreased
C2230138	Pulse slow (finding)
C0423234	Punctate epithelial erosion
C0259799	Punctate keratitis
C0919883	Puncture site haemorrhage
C1697642	Puncture site pain
C1096188	Puncture site reaction
C1963933	Punding
C0034124	Pupil Disorders
C0235231	Pupils pinpoint
C0034902	Pure Red-Cell Aplasia
C0268104	Purine metabolism disorder
C1141936	Purple glove syndrome
C0034150	Purpura
C0085650	Purpura Fulminans
C0242461	Purpura, Nonthrombocytopenic
C0043117	Purpura, Thrombocytopenic, Idiopathic
C0034155	Purpura, Thrombotic Thrombocytopenic
C0151882	Purpuric rash
C0152081	Pustular psoriasis
C0085641	Pustular rash
C0034183	Pyelitis
C0034186	Pyelonephritis
C0085697	Pyelonephritis chronic
C0265294	Pyle metaphyseal dysplasia
C0034194	Pyloric Stenosis
C0700639	Pyloric Stenosis, Hypertrophic
C0034212	Pyoderma
C0085652	Pyoderma Gangrenosum
C0085653	Pyogenic granuloma
C1504405	Pyramidal tract syndrome
C1527330	Pyridoxine Deficiency
C0034359	Pyuria
C1112436	QRS axis abnormal
C0429097	QRS complex
C0429028	QT interval feature (observable entity)
C0270790	Quadriparesis
C0034372	Quadriplegia
C1619700	RENAL ADYSPLASIA
C1306600	Radial nerve palsy
C0206063	Radiation Pneumonitis
C1720798	Radiation Recall Dermatitis
C0034530	Radiation injury
C0270769	Radiation myelopathy
C0238113	Radiation oesophagitis
C0520802	Radiation recall syndrome
C1504383	Radiation skin injury
C0034544	Radiculitis
C0700594	Radiculopathy
C0034561	Radiodermatitis
C0034628	Radius Fractures
C0034634	Rage
C0877359	Raised liver function tests
C0856968	Raised serum lipid levels
C0857189	Raised serum uric acid
C0034642	Rales
C0857236	Rash both legs
C0235819	Rash bullous
C0234913	Rash erythematous
C0234916	Rash follicular
C0497365	Rash generalised
C0423791	Rash maculo-papular
C0234918	Rash morbilliform
C0877468	Rash mouth
C0542175	Rash pemphigoid
C0521160	Rash psoriaform
C1735646	Rash recurrent
C0234922	Rash scaly
C0263355	Rash scarlatiniform
C0034734	Raynaud Disease
C0034735	Raynaud Phenomenon
C0235492	Raynaud-like disorder
C0151885	Reaction aggravation
C0235723	Reaction febrile
C0542184	Reaction gastrointestinal
C0853040	Reaction to drug excipients
C0271710	Reactive hypoglycemia
C0549262	Rebound effect
C0520540	Rebound hypertension
C1262013	Recall phenomenon
C0007113	Rectal Carcinoma
C0034882	Rectal Diseases
C0034888	Rectal Prolapse
C0149770	Rectal abscess
C0877613	Rectal cramps
C0221780	Rectal discharge
C0267596	Rectal hemorrhage
C0240873	Rectal mass
C0034886	Rectal pain
C0034887	Rectal polyp
C1112789	Rectal spasm
C0232726	Rectal tenesmus
C0239998	Recurrent infection
C0521158	Recurrent tumor
C0427457	Red blood cell count decreased
C0427458	Red blood cell count increased
C0151632	Red blood cell sedimentation rate increased
C0857199	Red blotches
C0281963	Red cell aplasia
C0948014	Red cell distribution width increased
C1306792	Red man syndrome
C0857246	Red neck
C0332575	Redness
C0877497	Redness gum
C0235267	Redness of eye
C0857245	Redness of face
C0700572	Reduced mobility
C0034931	Reflex Sympathetic Dystrophy
C0232191	Reflex bradycardia
C1328539	Reflex tachycardia
C0034933	Reflex, Abnormal
C0751476	Reflex, Gag, Decreased
C0267158	Reflux gastritis
C0034951	Refractive Errors
C0002894	Refractory anaemia with excess blasts
C0280028	Refractory anemia with excess blasts in transformation
C0002893	Refractory anemias
C2826318	Refractory cytopenia with unilineage dysplasia
C0860493	Refractory hypertension
C2004489	Regurgitation
C0522064	Regurgitation of food
C0035021	Relapsing Fever
C0035067	Renal Artery Stenosis
C0007134	Renal Cell Carcinoma
C0152169	Renal Colic
C1565489	Renal Insufficiency
C0268435	Renal Tubular Acidosis, Type II
C1720775	Renal Tubule Necrosis
C0151465	Renal abscess
C0340608	Renal artery thrombosis
C0235964	Renal dysgenesis
C0235630	Renal failure aggravated
C0236151	Renal function test abnormal
C0268731	Renal glomerular disease
C0877690	Renal graft loss
C0035085	Renal infarct
C1536070	Renal insufficiency aggravated
C0262613	Renal mass
C0558489	Renal pain
C1527410	Renal rickets
C0001126	Renal tubular acidosis
C0151747	Renal tubular disorder
C0152002	Renal vasculitis
C0035126	Reperfusion Injury
C3665888	Reproductive toxicity
C0429774	Residual urine volume
C0035204	Respiration Disorders
C1260922	Respiration abnormal
C0425492	Respiration irregularity
C0235063	Respiratory Depression
C1704437	Respiratory Distress Syndrome
C0035222	Respiratory Distress Syndrome, Adult
C1145670	Respiratory Failure
C0035229	Respiratory Insufficiency
C0035232	Respiratory Paralysis
C0035235	Respiratory Syncytial Virus Infections
C0035243	Respiratory Tract Infections
C0162297	Respiratory arrest
C1285373	Respiratory disorder neonatal
C0476273	Respiratory distress
C2363912	Respiratory failure aggravated
